Timestamp,Source_IP,Destination_IP,Port,Request_Type,Protocol,Payload_Size,User_Agent,Status,Intrusion,Scan_Type
2025-06-04 21:05:27,3.222.94.132,76.25.109.28,8080,DNS,UDP,4905,curl/7.68.0,Failure,1,BotAttack
2025-06-01 23:16:05,192.168.113.89,67.60.169.146,22,HTTP,UDP,557,Mozilla/5.0,Success,0,Normal
2025-06-06 18:28:55,192.168.63.250,177.55.204.95,443,Telnet,UDP,2431,Mozilla/5.0,Success,0,Normal
2025-06-05 23:10:22,192.168.138.221,137.199.250.153,53,HTTP,TCP,1901,Mozilla/5.0,Success,0,Normal
2025-06-04 05:25:59,192.168.181.115,153.252.157.25,53,Telnet,UDP,1239,Wget/1.20.3,Success,0,Normal
2025-06-02 08:42:28,192.168.28.192,209.208.13.171,25,HTTP,TCP,786,Nikto/2.1.6,Success,0,Normal
2025-06-03 04:33:59,192.168.75.168,196.26.231.55,443,HTTPS,TCP,657,Mozilla/5.0,Success,0,Normal
2025-06-02 12:08:30,192.168.145.200,61.145.18.138,22,HTTP,ICMP,1041,Nikto/2.1.6,Success,0,Normal
2025-06-03 10:50:18,192.168.211.214,20.249.247.79,25,FTP,UDP,811,Nikto/2.1.6,Success,0,Normal
2025-06-06 10:29:10,192.168.80.128,221.146.26.50,443,FTP,UDP,289,curl/7.68.0,Success,0,Normal
2025-06-03 06:14:37,192.168.252.37,213.13.27.8,443,Telnet,TCP,1829,nmap/7.80,Success,0,Normal
2025-06-04 10:25:36,192.168.205.62,192.212.20.131,443,FTP,ICMP,2546,python-requests/2.25.1,Success,0,Normal
2025-06-05 19:12:36,192.168.152.187,16.137.82.251,22,HTTPS,TCP,275,Wget/1.20.3,Success,0,Normal
2025-06-02 12:52:22,192.168.154.202,212.236.69.94,22,FTP,ICMP,347,python-requests/2.25.1,Failure,0,Normal
2025-06-04 16:02:57,192.168.105.70,204.36.122.52,21,Telnet,UDP,2982,Nikto/2.1.6,Success,0,Normal
2025-06-03 05:14:24,192.168.187.45,144.143.224.120,80,DNS,ICMP,2496,Nikto/2.1.6,Success,0,Normal
2025-06-04 01:49:41,192.168.227.29,171.245.126.69,443,HTTP,ICMP,1534,curl/7.68.0,Success,0,Normal
2025-06-03 21:38:32,192.168.162.150,182.149.167.233,80,HTTP,ICMP,1356,Nikto/2.1.6,Success,0,Normal
2025-06-01 19:31:44,223.39.52.30,220.234.89.232,135,FTP,ICMP,191,python-requests/2.25.1,Failure,1,PortScan
2025-06-01 13:59:10,192.168.7.221,199.218.229.122,443,DNS,ICMP,1665,Mozilla/5.0,Success,0,Normal
2025-06-05 17:28:15,192.168.237.252,138.39.189.191,443,FTP,ICMP,752,Nikto/2.1.6,Success,0,Normal
2025-06-03 11:47:41,192.168.116.133,116.143.203.59,21,SMTP,UDP,234,Wget/1.20.3,Success,0,Normal
2025-06-01 03:21:51,192.168.64.187,124.149.125.194,25,Telnet,TCP,527,python-requests/2.25.1,Success,0,Normal
2025-06-06 18:01:35,115.215.224.6,174.54.129.120,4444,DNS,TCP,1214,Mozilla/5.0,Success,1,BotAttack
2025-06-06 00:24:52,192.168.154.70,165.11.233.234,22,Telnet,ICMP,592,Nikto/2.1.6,Success,0,Normal
2025-06-03 01:05:53,192.168.98.39,193.236.72.148,25,Telnet,TCP,2756,Wget/1.20.3,Success,0,Normal
2025-06-04 13:36:25,192.168.84.165,155.201.134.35,80,Telnet,ICMP,328,curl/7.68.0,Success,0,Normal
2025-06-02 07:37:28,192.168.99.94,144.122.71.137,22,HTTP,UDP,1290,python-requests/2.25.1,Success,0,Normal
2025-06-04 20:45:56,192.168.54.250,130.28.228.121,443,SMTP,UDP,2032,nmap/7.80,Success,0,Normal
2025-06-04 13:34:49,192.168.34.151,203.137.108.26,80,SMTP,UDP,2476,nmap/7.80,Success,0,Normal
2025-06-04 22:41:20,183.212.254.5,39.77.111.235,31337,HTTPS,UDP,4058,Mozilla/5.0,Failure,1,BotAttack
2025-06-01 14:26:53,192.168.248.76,204.176.227.106,443,DNS,TCP,308,curl/7.68.0,Success,0,Normal
2025-06-06 21:39:14,192.168.151.108,201.218.112.248,53,Telnet,UDP,1446,Nikto/2.1.6,Success,0,Normal
2025-06-03 05:17:43,192.168.255.185,117.94.37.255,443,SMTP,ICMP,1466,Nikto/2.1.6,Success,0,Normal
2025-06-03 10:04:25,192.168.206.198,217.188.44.144,80,FTP,UDP,2687,python-requests/2.25.1,Success,0,Normal
2025-06-03 20:20:17,192.168.176.113,165.229.45.133,53,DNS,TCP,1589,curl/7.68.0,Success,0,Normal
2025-06-05 23:13:00,192.168.72.210,6.43.19.108,443,HTTPS,ICMP,1629,Mozilla/5.0,Success,0,Normal
2025-06-06 21:22:03,192.168.214.84,220.128.35.164,80,DNS,UDP,785,python-requests/2.25.1,Success,0,Normal
2025-06-04 05:03:12,192.168.117.34,216.3.109.201,80,Telnet,TCP,861,python-requests/2.25.1,Success,0,Normal
2025-06-06 03:55:04,192.168.157.227,145.116.198.254,22,SMTP,ICMP,471,Wget/1.20.3,Success,0,Normal
2025-06-02 23:26:17,3.222.94.132,222.48.6.242,23,FTP,UDP,3960,curl/7.68.0,Success,1,BotAttack
2025-06-05 19:08:23,192.168.125.53,126.75.217.19,80,FTP,UDP,2359,Mozilla/5.0,Success,0,Normal
2025-06-03 14:38:07,192.168.177.179,170.102.80.21,53,Telnet,ICMP,396,Wget/1.20.3,Success,0,Normal
2025-06-04 19:28:31,192.168.250.153,161.95.190.228,21,FTP,TCP,1482,Wget/1.20.3,Success,0,Normal
2025-06-06 22:14:42,192.168.56.147,165.75.20.73,53,FTP,TCP,2523,python-requests/2.25.1,Success,0,Normal
2025-06-04 11:02:35,192.168.113.252,220.107.191.14,80,HTTP,TCP,2620,python-requests/2.25.1,Failure,0,Normal
2025-06-03 22:23:57,192.168.86.173,147.205.52.120,25,SMTP,ICMP,1671,Wget/1.20.3,Success,0,Normal
2025-06-01 06:19:55,192.168.134.27,209.4.175.205,443,SMTP,ICMP,2276,Nikto/2.1.6,Success,0,Normal
2025-06-02 12:08:43,192.168.54.106,25.29.185.10,22,HTTPS,TCP,251,Nikto/2.1.6,Success,0,Normal
2025-06-01 13:21:49,192.168.1.118,30.165.174.124,25,SSH,TCP,914,nmap/7.80,Success,0,Normal
2025-06-01 23:35:33,192.168.88.86,223.205.180.244,25,SMTP,UDP,2363,Wget/1.20.3,Success,0,Normal
2025-06-01 07:43:15,192.168.72.198,63.217.110.171,22,HTTPS,ICMP,1687,curl/7.68.0,Success,0,Normal
2025-06-02 22:43:58,192.168.212.229,193.178.125.232,80,HTTP,TCP,2921,nmap/7.80,Success,0,Normal
2025-06-03 22:07:12,192.168.117.188,207.12.67.23,22,SSH,UDP,1525,Mozilla/5.0,Success,0,Normal
2025-06-01 14:04:42,192.168.58.110,72.116.126.195,80,HTTPS,ICMP,1088,curl/7.68.0,Success,0,Normal
2025-06-06 11:45:20,192.168.85.40,40.30.227.193,21,HTTP,UDP,1341,Nikto/2.1.6,Success,0,Normal
2025-06-02 00:49:36,192.168.221.17,186.191.86.222,25,HTTPS,UDP,1746,python-requests/2.25.1,Success,0,Normal
2025-06-06 07:53:21,3.222.94.132,196.10.158.59,8080,Telnet,ICMP,3903,Wget/1.20.3,Failure,1,BotAttack
2025-06-02 11:50:26,192.168.201.245,178.71.160.250,25,DNS,ICMP,748,Mozilla/5.0,Success,0,Normal
2025-06-02 03:22:46,192.168.124.126,7.109.239.186,80,SSH,UDP,1232,Wget/1.20.3,Success,0,Normal
2025-06-05 16:39:25,192.168.167.8,126.99.246.81,21,SSH,ICMP,1134,Wget/1.20.3,Success,0,Normal
2025-06-05 08:39:09,192.168.153.46,182.72.113.9,21,SMTP,ICMP,1173,python-requests/2.25.1,Success,0,Normal
2025-06-03 07:55:56,192.168.180.46,154.30.171.23,80,Telnet,ICMP,2480,python-requests/2.25.1,Success,0,Normal
2025-06-04 01:10:49,192.168.57.17,106.18.36.14,80,SMTP,UDP,1739,curl/7.68.0,Success,0,Normal
2025-06-06 07:35:52,192.168.149.164,190.248.89.130,25,HTTPS,TCP,1581,nmap/7.80,Success,0,Normal
2025-06-02 19:44:26,192.168.68.192,208.59.15.208,22,FTP,ICMP,445,Mozilla/5.0,Success,0,Normal
2025-06-02 09:49:34,200.87.146.138,205.28.138.67,4444,Telnet,UDP,4077,Nikto/2.1.6,Success,1,BotAttack
2025-06-05 19:04:44,192.168.70.13,82.171.84.252,25,DNS,ICMP,1648,Wget/1.20.3,Success,0,Normal
2025-06-03 00:07:08,192.168.134.224,211.64.120.19,22,Telnet,UDP,1254,curl/7.68.0,Success,0,Normal
2025-06-01 22:24:57,192.168.214.180,11.157.158.128,443,SMTP,UDP,2099,curl/7.68.0,Success,0,Normal
2025-06-02 18:31:07,192.168.173.151,118.5.214.86,25,HTTPS,UDP,752,nmap/7.80,Success,0,Normal
2025-06-04 12:27:09,192.168.162.11,23.47.156.9,80,Telnet,ICMP,1261,curl/7.68.0,Failure,0,Normal
2025-06-03 23:39:14,192.168.144.148,199.249.126.22,25,Telnet,UDP,509,Mozilla/5.0,Success,0,Normal
2025-06-05 19:57:56,192.168.56.171,209.65.84.194,22,HTTP,ICMP,1937,Mozilla/5.0,Success,0,Normal
2025-06-01 07:32:30,192.168.245.234,205.0.74.102,80,HTTP,ICMP,2374,Nikto/2.1.6,Success,0,Normal
2025-06-02 12:03:52,192.168.39.18,174.16.35.150,22,SSH,ICMP,329,Wget/1.20.3,Success,0,Normal
2025-06-01 01:15:56,192.168.27.107,171.249.38.130,443,HTTP,TCP,633,nmap/7.80,Success,0,Normal
2025-06-03 07:32:11,192.168.129.45,166.16.202.231,53,HTTPS,UDP,2857,curl/7.68.0,Success,0,Normal
2025-06-01 02:43:34,192.168.212.169,139.252.49.1,21,SSH,TCP,2653,python-requests/2.25.1,Success,0,Normal
2025-06-06 00:09:27,192.168.141.146,201.116.67.115,22,FTP,UDP,1121,Mozilla/5.0,Success,0,Normal
2025-06-02 04:09:46,192.168.151.155,206.238.248.218,22,SMTP,TCP,636,nmap/7.80,Success,0,Normal
2025-06-01 05:07:32,192.168.37.6,38.122.99.58,53,SMTP,ICMP,2841,Wget/1.20.3,Success,0,Normal
2025-06-05 14:47:40,192.168.164.54,54.245.139.38,53,FTP,TCP,1260,Wget/1.20.3,Success,0,Normal
2025-06-01 20:25:15,192.168.240.196,183.231.12.112,443,HTTP,TCP,2907,nmap/7.80,Success,0,Normal
2025-06-02 21:36:12,192.168.126.240,149.14.212.238,53,HTTPS,UDP,1936,curl/7.68.0,Success,0,Normal
2025-06-06 09:46:36,192.168.112.99,208.133.254.128,80,DNS,UDP,729,Nikto/2.1.6,Success,0,Normal
2025-06-02 10:46:06,192.168.216.130,150.201.94.128,53,SSH,TCP,2620,Nikto/2.1.6,Success,0,Normal
2025-06-03 07:00:02,192.168.1.67,40.251.244.145,80,Telnet,UDP,2961,Nikto/2.1.6,Success,0,Normal
2025-06-04 06:31:14,192.168.78.66,203.102.119.202,53,FTP,TCP,1851,python-requests/2.25.1,Failure,0,Normal
2025-06-02 12:04:03,192.168.170.42,199.213.121.109,80,SSH,ICMP,1479,Wget/1.20.3,Success,0,Normal
2025-06-04 04:56:54,192.168.84.19,176.208.66.38,80,HTTP,UDP,361,nmap/7.80,Success,0,Normal
2025-06-06 04:50:43,192.168.138.101,211.63.237.7,53,Telnet,UDP,1765,nmap/7.80,Failure,0,Normal
2025-06-05 04:28:18,218.190.129.41,193.22.164.56,4444,Telnet,UDP,194,nmap/7.80,Failure,1,PortScan
2025-06-04 13:41:23,192.168.100.199,138.100.171.216,21,HTTPS,ICMP,926,python-requests/2.25.1,Failure,0,Normal
2025-06-01 21:40:12,192.168.18.11,99.80.23.157,22,HTTP,UDP,501,Wget/1.20.3,Success,0,Normal
2025-06-03 05:49:29,192.168.148.11,175.100.32.36,22,HTTPS,ICMP,1448,Mozilla/5.0,Failure,0,Normal
2025-06-06 21:45:26,192.168.143.192,55.63.225.180,22,FTP,UDP,2710,python-requests/2.25.1,Success,0,Normal
2025-06-05 19:09:25,192.168.132.220,94.109.32.228,53,HTTPS,TCP,2773,python-requests/2.25.1,Success,0,Normal
2025-06-06 06:11:08,192.168.13.34,216.154.246.55,53,SSH,TCP,1526,curl/7.68.0,Success,0,Normal
2025-06-01 18:47:47,192.168.231.128,136.42.116.126,80,Telnet,ICMP,1243,Mozilla/5.0,Success,0,Normal
2025-06-03 14:30:52,192.168.118.147,221.209.137.164,22,FTP,UDP,1720,nmap/7.80,Success,0,Normal
2025-06-05 19:22:40,192.168.38.6,209.29.205.170,21,DNS,TCP,2489,nmap/7.80,Success,0,Normal
2025-06-03 19:10:03,192.168.104.185,96.138.22.189,443,SMTP,ICMP,1037,curl/7.68.0,Success,0,Normal
2025-06-04 17:26:22,192.168.138.208,199.70.221.94,443,HTTP,UDP,1864,Mozilla/5.0,Success,0,Normal
2025-06-06 17:55:39,192.168.221.129,198.168.201.181,80,HTTP,TCP,2444,nmap/7.80,Success,0,Normal
2025-06-02 17:18:49,192.168.168.204,187.213.5.20,443,Telnet,ICMP,1858,Mozilla/5.0,Success,0,Normal
2025-06-05 12:25:15,192.168.4.27,204.0.185.183,21,HTTP,ICMP,2000,nmap/7.80,Success,0,Normal
2025-06-02 22:21:11,192.168.110.192,185.203.81.211,21,SMTP,UDP,1946,python-requests/2.25.1,Success,0,Normal
2025-06-04 23:15:45,192.168.199.142,223.152.181.124,443,SMTP,ICMP,2075,curl/7.68.0,Success,0,Normal
2025-06-05 01:19:38,192.168.201.70,198.2.208.199,53,SSH,ICMP,1984,Wget/1.20.3,Success,0,Normal
2025-06-05 01:59:01,192.168.4.213,106.168.22.25,80,HTTP,TCP,2351,Wget/1.20.3,Success,0,Normal
2025-06-02 03:34:07,192.168.128.186,30.6.23.100,80,DNS,TCP,864,Mozilla/5.0,Success,0,Normal
2025-06-04 15:08:46,192.168.46.183,160.136.138.198,80,HTTPS,ICMP,853,Mozilla/5.0,Failure,0,Normal
2025-06-02 19:14:50,192.168.37.138,155.200.238.19,22,HTTPS,TCP,1611,nmap/7.80,Success,0,Normal
2025-06-03 23:58:54,183.212.254.5,143.10.55.109,23,SSH,UDP,2221,Mozilla/5.0,Failure,1,BotAttack
2025-06-01 16:15:23,192.168.113.34,16.33.149.140,21,HTTPS,TCP,1718,python-requests/2.25.1,Success,0,Normal
2025-06-06 10:09:46,192.168.218.247,204.20.135.121,22,HTTP,ICMP,376,curl/7.68.0,Failure,0,Normal
2025-06-06 19:57:47,192.168.9.8,199.81.162.246,25,Telnet,ICMP,699,Nikto/2.1.6,Success,0,Normal
2025-06-06 15:32:20,192.168.67.48,206.214.7.253,25,HTTPS,UDP,1827,Mozilla/5.0,Success,0,Normal
2025-06-05 12:48:50,192.168.144.178,86.174.213.49,53,SSH,UDP,570,curl/7.68.0,Success,0,Normal
2025-06-02 18:12:14,192.168.4.82,216.213.246.23,21,HTTP,ICMP,734,python-requests/2.25.1,Success,0,Normal
2025-06-06 11:52:50,38.233.224.217,67.83.57.236,4444,HTTP,UDP,4546,Wget/1.20.3,Failure,1,BotAttack
2025-06-04 08:07:47,192.168.40.208,168.212.233.220,25,DNS,ICMP,2436,nmap/7.80,Success,0,Normal
2025-06-04 13:41:05,192.168.133.251,196.254.68.6,80,SMTP,UDP,653,Nikto/2.1.6,Success,0,Normal
2025-06-02 19:32:41,192.168.142.192,146.238.66.64,443,DNS,TCP,1856,python-requests/2.25.1,Success,0,Normal
2025-06-05 23:01:33,192.168.208.109,6.153.169.154,443,HTTPS,UDP,1471,nmap/7.80,Success,0,Normal
2025-06-05 08:23:32,192.168.122.141,150.234.255.143,443,SSH,UDP,1348,python-requests/2.25.1,Success,0,Normal
2025-06-02 20:05:49,192.168.101.123,164.50.52.72,53,Telnet,UDP,989,Nikto/2.1.6,Success,0,Normal
2025-06-03 19:06:35,192.168.36.82,200.220.114.29,21,SSH,UDP,2903,nmap/7.80,Success,0,Normal
2025-06-02 06:33:37,192.168.66.252,133.10.80.50,80,FTP,TCP,518,Nikto/2.1.6,Success,0,Normal
2025-06-03 07:52:53,192.168.251.36,216.47.27.98,21,HTTP,TCP,1051,curl/7.68.0,Success,0,Normal
2025-06-04 07:51:09,77.116.92.108,205.88.146.102,23,Telnet,ICMP,120,Mozilla/5.0,Failure,1,PortScan
2025-06-01 10:34:48,192.168.186.8,222.66.62.56,21,SMTP,UDP,939,nmap/7.80,Success,0,Normal
2025-06-02 20:32:35,192.168.185.226,102.118.23.232,443,DNS,ICMP,2778,Wget/1.20.3,Success,0,Normal
2025-06-02 17:14:37,192.168.145.35,4.126.119.124,443,HTTPS,UDP,1206,curl/7.68.0,Success,0,Normal
2025-06-03 15:19:17,192.168.94.81,222.234.247.66,443,HTTP,ICMP,700,python-requests/2.25.1,Success,0,Normal
2025-06-03 11:44:28,192.168.127.229,207.100.201.88,22,HTTP,TCP,205,Nikto/2.1.6,Failure,0,Normal
2025-06-04 01:53:43,192.168.13.202,140.81.147.134,80,DNS,ICMP,1482,python-requests/2.25.1,Success,0,Normal
2025-06-06 06:55:44,192.168.189.161,142.217.246.122,80,Telnet,UDP,2769,Nikto/2.1.6,Success,0,Normal
2025-06-06 09:03:11,3.222.94.132,151.52.183.198,6667,FTP,TCP,2704,curl/7.68.0,Success,1,BotAttack
2025-06-01 06:50:15,192.168.159.187,139.252.215.228,53,SSH,TCP,2952,curl/7.68.0,Success,0,Normal
2025-06-02 22:21:48,192.168.198.13,200.15.252.54,53,HTTP,TCP,2903,Mozilla/5.0,Success,0,Normal
2025-06-06 01:07:05,192.168.137.193,97.212.6.63,53,HTTP,UDP,435,curl/7.68.0,Success,0,Normal
2025-06-03 15:39:20,192.168.118.215,183.50.202.83,53,SSH,TCP,2639,nmap/7.80,Success,0,Normal
2025-06-06 19:04:39,200.87.146.138,145.118.57.118,31337,Telnet,TCP,3098,Nikto/2.1.6,Failure,1,BotAttack
2025-06-03 23:37:56,192.168.202.151,217.21.136.98,443,FTP,TCP,1373,Wget/1.20.3,Success,0,Normal
2025-06-05 07:53:15,115.215.224.6,61.45.83.114,6667,DNS,TCP,3300,python-requests/2.25.1,Failure,1,BotAttack
2025-06-05 15:33:52,192.168.8.62,195.70.123.30,53,HTTP,TCP,337,Mozilla/5.0,Success,0,Normal
2025-06-03 06:39:17,192.168.67.97,2.72.21.106,80,SMTP,ICMP,1820,Mozilla/5.0,Success,0,Normal
2025-06-03 00:32:28,192.168.193.91,204.40.102.100,53,SMTP,TCP,2897,Wget/1.20.3,Success,0,Normal
2025-06-01 06:04:05,192.168.97.84,216.50.212.52,53,HTTP,TCP,1787,Nikto/2.1.6,Success,0,Normal
2025-06-03 19:24:41,192.168.91.202,143.221.4.150,80,SMTP,TCP,541,Wget/1.20.3,Success,0,Normal
2025-06-04 08:31:20,192.168.164.53,214.15.178.139,443,DNS,UDP,680,nmap/7.80,Success,0,Normal
2025-06-02 08:28:51,218.190.129.41,179.124.15.17,6667,HTTPS,TCP,5,Wget/1.20.3,Failure,1,PortScan
2025-06-06 06:00:43,192.168.231.50,174.25.165.20,53,FTP,ICMP,2774,curl/7.68.0,Success,0,Normal
2025-06-06 01:15:37,192.168.99.76,156.43.229.209,22,SSH,TCP,257,curl/7.68.0,Success,0,Normal
2025-06-03 07:01:55,192.168.196.6,108.75.117.56,25,SMTP,TCP,379,Mozilla/5.0,Success,0,Normal
2025-06-05 13:04:48,192.168.214.103,23.93.36.203,21,SSH,TCP,1405,Mozilla/5.0,Success,0,Normal
2025-06-04 15:34:09,192.168.40.133,124.58.255.189,80,HTTPS,ICMP,928,Nikto/2.1.6,Success,0,Normal
2025-06-05 15:58:50,192.168.121.79,128.151.202.92,21,HTTPS,ICMP,1020,Nikto/2.1.6,Success,0,Normal
2025-06-06 09:19:43,192.168.181.17,173.113.96.145,22,SSH,TCP,1736,Mozilla/5.0,Success,0,Normal
2025-06-04 03:53:03,192.168.165.187,176.177.155.217,25,DNS,TCP,2532,curl/7.68.0,Success,0,Normal
2025-06-05 14:38:55,192.168.234.169,156.128.253.250,80,SSH,TCP,735,nmap/7.80,Success,0,Normal
2025-06-05 17:49:49,3.222.94.132,129.39.145.170,8080,FTP,UDP,2447,Wget/1.20.3,Failure,1,BotAttack
2025-06-04 13:43:52,192.168.156.43,145.32.2.130,22,SMTP,TCP,1391,Mozilla/5.0,Success,0,Normal
2025-06-05 05:01:39,192.168.13.246,205.197.5.39,53,HTTPS,TCP,2466,Wget/1.20.3,Success,0,Normal
2025-06-03 01:45:44,192.168.94.195,99.20.35.118,22,DNS,UDP,1720,curl/7.68.0,Success,0,Normal
2025-06-04 22:52:01,192.168.52.193,88.180.60.78,22,HTTPS,TCP,401,Nikto/2.1.6,Success,0,Normal
2025-06-01 19:23:57,192.168.165.250,188.15.53.87,443,FTP,ICMP,1770,Nikto/2.1.6,Success,0,Normal
2025-06-03 10:21:02,192.168.102.161,152.165.211.205,80,SSH,UDP,653,nmap/7.80,Success,0,Normal
2025-06-05 21:57:38,222.104.51.43,202.201.5.107,4444,DNS,TCP,171,nmap/7.80,Failure,1,PortScan
2025-06-03 03:18:00,192.168.238.236,222.112.93.120,80,FTP,ICMP,2900,Mozilla/5.0,Success,0,Normal
2025-06-02 07:23:09,192.168.131.176,192.224.95.37,80,SMTP,UDP,736,curl/7.68.0,Success,0,Normal
2025-06-05 19:29:06,192.168.16.105,40.102.69.162,22,Telnet,ICMP,1026,curl/7.68.0,Success,0,Normal
2025-06-01 21:22:42,192.168.34.245,180.62.194.0,25,Telnet,UDP,1129,Nikto/2.1.6,Success,0,Normal
2025-06-04 13:40:12,192.168.152.246,194.241.92.213,25,HTTP,ICMP,1048,Nikto/2.1.6,Success,0,Normal
2025-06-04 21:44:17,192.168.63.38,180.251.118.99,53,FTP,ICMP,2907,nmap/7.80,Success,0,Normal
2025-06-02 19:22:39,192.168.226.102,59.206.38.249,22,SSH,TCP,790,Nikto/2.1.6,Success,0,Normal
2025-06-06 03:31:11,192.168.155.55,110.140.237.106,21,DNS,UDP,1537,curl/7.68.0,Success,0,Normal
2025-06-01 23:27:17,192.168.253.139,13.200.156.27,80,HTTPS,UDP,213,curl/7.68.0,Success,0,Normal
2025-06-05 05:12:47,192.168.51.23,28.158.246.161,25,HTTPS,UDP,451,Mozilla/5.0,Success,0,Normal
2025-06-06 14:33:50,192.168.110.221,212.34.115.86,25,SMTP,ICMP,1728,python-requests/2.25.1,Success,0,Normal
2025-06-05 03:52:29,195.86.201.230,145.94.70.104,8080,DNS,TCP,565,Nikto/2.1.6,Success,1,BotAttack
2025-06-04 20:06:34,192.168.7.170,217.210.35.147,25,HTTP,ICMP,1286,Mozilla/5.0,Success,0,Normal
2025-06-01 08:39:00,192.168.29.202,109.11.235.59,80,Telnet,TCP,2538,Nikto/2.1.6,Success,0,Normal
2025-06-05 08:12:44,192.168.24.74,11.150.36.0,22,HTTP,UDP,2068,nmap/7.80,Success,0,Normal
2025-06-04 18:42:36,192.168.11.239,101.37.90.40,443,HTTPS,UDP,2084,curl/7.68.0,Success,0,Normal
2025-06-01 16:36:36,192.168.92.89,220.101.5.86,25,Telnet,ICMP,2060,curl/7.68.0,Success,0,Normal
2025-06-03 15:07:24,192.168.59.204,204.6.146.203,22,DNS,TCP,2721,python-requests/2.25.1,Success,0,Normal
2025-06-04 01:11:41,192.168.254.25,213.78.217.93,21,FTP,TCP,1719,Mozilla/5.0,Success,0,Normal
2025-06-04 22:28:25,192.168.82.73,35.10.97.4,21,FTP,UDP,970,python-requests/2.25.1,Success,0,Normal
2025-06-02 03:13:44,192.168.228.196,30.7.174.235,25,DNS,ICMP,1247,curl/7.68.0,Success,0,Normal
2025-06-03 07:28:58,192.168.10.126,200.19.92.243,21,Telnet,UDP,566,Wget/1.20.3,Success,0,Normal
2025-06-01 20:36:45,192.168.64.217,170.239.121.185,25,FTP,UDP,2553,Mozilla/5.0,Success,0,Normal
2025-06-04 23:50:08,192.168.89.31,9.72.178.194,25,Telnet,TCP,246,curl/7.68.0,Success,0,Normal
2025-06-05 15:04:03,192.168.141.79,86.113.43.100,22,Telnet,UDP,1871,nmap/7.80,Success,0,Normal
2025-06-03 07:41:32,192.168.8.128,193.90.207.152,53,FTP,ICMP,643,python-requests/2.25.1,Success,0,Normal
2025-06-03 03:37:32,192.168.114.173,220.210.167.49,21,HTTP,ICMP,2310,Mozilla/5.0,Success,0,Normal
2025-06-02 19:10:52,192.168.97.172,68.99.89.192,25,SMTP,ICMP,1510,python-requests/2.25.1,Success,0,Normal
2025-06-02 13:35:52,192.168.206.131,216.11.237.19,25,FTP,ICMP,1201,Nikto/2.1.6,Success,0,Normal
2025-06-01 20:50:58,192.168.186.35,35.227.52.211,22,DNS,TCP,847,python-requests/2.25.1,Success,0,Normal
2025-06-05 15:00:09,192.168.165.112,90.201.36.114,25,HTTPS,TCP,2311,Nikto/2.1.6,Success,0,Normal
2025-06-04 03:11:14,192.168.202.124,151.14.213.195,443,FTP,ICMP,1002,nmap/7.80,Success,0,Normal
2025-06-02 02:31:15,192.168.66.78,138.1.211.80,21,SMTP,UDP,2313,nmap/7.80,Success,0,Normal
2025-06-06 12:14:11,192.168.74.119,123.103.67.209,25,FTP,TCP,2351,Mozilla/5.0,Success,0,Normal
2025-06-02 09:59:41,192.168.135.202,125.235.138.21,443,DNS,ICMP,1941,Nikto/2.1.6,Success,0,Normal
2025-06-04 03:05:22,192.168.244.96,122.53.161.38,22,HTTPS,TCP,928,python-requests/2.25.1,Success,0,Normal
2025-06-05 12:08:22,192.168.130.217,169.196.104.109,80,FTP,TCP,2830,Mozilla/5.0,Success,0,Normal
2025-06-01 14:38:37,192.168.158.41,111.90.52.23,443,HTTP,TCP,2393,Mozilla/5.0,Success,0,Normal
2025-06-01 15:29:57,192.168.70.215,172.105.223.234,80,FTP,UDP,652,Wget/1.20.3,Success,0,Normal
2025-06-02 17:26:05,192.168.86.106,86.24.49.167,80,HTTPS,UDP,864,Mozilla/5.0,Success,0,Normal
2025-06-06 21:47:16,192.168.127.71,172.51.210.49,22,SMTP,UDP,2076,Mozilla/5.0,Success,0,Normal
2025-06-01 19:46:44,192.168.235.199,203.251.229.16,21,Telnet,UDP,1918,Mozilla/5.0,Success,0,Normal
2025-06-04 22:45:18,192.168.222.109,61.3.156.105,80,DNS,TCP,2364,curl/7.68.0,Success,0,Normal
2025-06-03 01:15:40,192.168.186.28,211.89.69.58,53,HTTP,TCP,2297,Wget/1.20.3,Success,0,Normal
2025-06-05 20:57:20,192.168.33.7,61.161.212.31,22,DNS,ICMP,2365,python-requests/2.25.1,Success,0,Normal
2025-06-03 16:10:52,192.168.90.130,205.95.198.32,80,SMTP,TCP,2748,Wget/1.20.3,Success,0,Normal
2025-06-06 22:00:28,192.168.55.197,217.16.155.86,443,HTTP,ICMP,2997,Mozilla/5.0,Failure,0,Normal
2025-06-02 14:56:54,192.168.79.118,126.172.200.113,443,DNS,ICMP,1194,python-requests/2.25.1,Success,0,Normal
2025-06-05 04:14:49,166.225.57.211,175.124.139.175,8080,DNS,UDP,3051,Wget/1.20.3,Success,1,BotAttack
2025-06-05 18:41:24,192.168.35.177,115.125.17.97,53,HTTPS,TCP,2661,Nikto/2.1.6,Failure,0,Normal
2025-06-05 13:09:23,27.14.59.116,183.231.151.108,23,FTP,TCP,76,Nikto/2.1.6,Failure,1,PortScan
2025-06-06 07:54:51,192.168.69.92,208.130.212.246,22,HTTP,TCP,1918,python-requests/2.25.1,Success,0,Normal
2025-06-06 02:18:50,192.168.141.197,209.136.65.36,443,FTP,ICMP,1324,Nikto/2.1.6,Success,0,Normal
